_id	style	bib	resBib	author	bookTitle	container	date	doi	edition	editor	journal	location	pages	publisher	title	translator	url	volume	total
5ab9ab5325f15f355762988e	diatom-research	Allen R. B. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen R. B.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	33.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	34.0	
5ab9ab5325f15f355762988e	annual-reviews-author-date	Allen RB. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine. 17(11/12): 	{:author=>"Allen RB.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine.", :url=>"17(11/12):"}	40.0	-	-	0.000	-	-	-	-	-	-	-	29	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-music-technology-and-education	 Allen, R. B. (2011), 'Weaving Content with Coordination Widgets', D-Lib Magazine, 17:11/12 https://doi.org/10.1045/november2011-allen 	{:author=>"Allen, R. B.", :date=>"(2011),", :title=>"'Weaving Content with Coordination Widgets', D-Lib", :journal=>"Magazine,", :volume=>"17: 11/12", :url=>"https://doi.org/10.1045/november2011-allen"}	33.5	-	-	0.000	-	-	-	50	-	-	-	18	-	-	78	35.9	
5ab9ab5325f15f355762988e	journal-of-antimicrobial-chemotherapy	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011; 17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine", :date=>"2011; 17.", :note=>"Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	-	-	50	-	-	-	-	-	-	-	28	-	-	-	46.0	
5ab9ab5325f15f355762988e	culture-medicine-and-psychiatry	Allen, Robert B. 2011 Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine. Retrieved. from https://doi.org/10.1045/november2011-allen. 	{:author=>"Allen, Robert B.", :date=>"2011", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine.", :accessed=>"Retrieved. from", :url=>"https://doi.org/10.1045/november2011-allen."}	5.0	-	-	0.000	-	-	-	-	-	-	-	51	-	-	-	18.666666666666668	
5ab9ab5325f15f355762988e	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALLEN, Robert B. Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine. v. 17, n. 11/12, 2011. Disponível em: <https://doi.org/10.1045/november2011-allen>. 	{:author=>"ALLEN, Robert B.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine.", :journal=>"v.", :volume=>"17, n. 11/12,", :date=>"2011.", :note=>"Disponível em: <https://doi.org/10.1045/november2011-allen>."}	45.0	-	-	0.000	-	-	-	100	-	-	-	45	-	-	85	55.0	
5ab9ab5325f15f355762988e	memorias-do-instituto-oswaldo-cruz	Allen RB 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen RB", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	47.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	37.5	
5ab9ab5325f15f355762988e	veterinary-pathology	1. Allen RB. Weaving Content with Coordination Widgets. 2011;17.  	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets.", :date=>"2011;17."}	60.0	-	-	43	-	-	-	-	-	-	-	2	-	-	-	35.0	
5ab9ab5325f15f355762988e	the-journal-of-molecular-diagnostics	1.Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine, 2011, 17 	{:author=>"1.Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :journal=>"Magazine,", :volume=>"2011,", :pages=>"17"}	53.0	-	-	-	-	-	-	50	-	-	-	15	-	-	80	49.5	
5ab9ab5325f15f355762988e	computer-und-recht	Allen, Weaving Content with Coordination Widgets, 2011 	{:author=>"Allen,", :title=>"Weaving Content with Coordination Widgets,", :date=>"2011"}	67.0	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-the-american-college-of-cardiology	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011;17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 2011;17. Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	80	-	-	-	-	-	-	-	-	-	15	-	-	-	51.666666666666664	
5ab9ab5325f15f355762988e	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Allen R.B., 2011. Weaving Content with Coordination Widgets. D-Lib Magazine, 17 (11/12): , doi: 10.1045/november2011-allen 	{:author=>"Allen R.B.,", :date=>["2011.", "( 11/12):"], :title=>"Weaving Content with Coordination Widgets.", :journal=>"D-Lib Magazine,", :volume=>"17", :location=>",", :doi=>"doi: 10.1045/november2011-allen"}	40.0	-	-	0.000	16	-	-	7	5ab9b92b25f15f355762ea20	diatom-research	Alon N. & Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon N. & Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	annual-reviews-author-date	Alon N, Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52: 	{:author=>"Alon N, Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52:"}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	journal-of-music-technology-and-education	 Alon, N. and Fischer, E. (1999), 'Refining the Graph Density Condition for the Existence of Almost K-factors', Ars Comb., 52 	{:author=>"Alon, N. and Fischer, E.", :date=>"(1999),", :title=>"'Refining the Graph Density Condition for the Existence of Almost K-factors',", :journal=>"Ars Comb.,", :volume=>"52"}	62.333333333333336	-	-	0.000	-	-	-	10	-	-	-	4	-	-	0	15.26666666666667	
5ab9b92b25f15f355762ea20	journal-of-antimicrobial-chemotherapy	1. Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb 1999; 52. 	{:author=>"1. Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb", :date=>"1999;", :pages=>"52."}	52.5	-	-	20	-	-	-	11	-	-	-	1	-	-	-	21.125	
5ab9b92b25f15f355762ea20	culture-medicine-and-psychiatry	Alon, Noga, and Eldar Fischer 1999 Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. Ars Comb. 	{:author=>"Alon, Noga, and Eldar Fischer", :date=>"1999", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb. 52. Ars Comb."}	27.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	-	22.25	
5ab9b92b25f15f355762ea20	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALON, Noga; FISCHER, Eldar. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb., Ars Comb. v. 52, 1999. 	{:author=>"ALON, Noga; FISCHER, Eldar.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb., Ars Comb. v.", :volume=>"52,", :date=>"1999."}	82.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	33	35.4	
5ab9d03125f15f355763692e	american-society-for-microbiology	1. de Almeida C, Hetherington S. 2012. Guest editorial. 2. Synthese 188:143. 	{:author=>"1. de Almeida C, Hetherington S.", :date=>"2012.", :title=>"Guest editorial. 2.", :journal=>"Synthese", :volume=>"188:", :pages=>"143."}	57.5	-	-	0.000	-	-	-	0	-	25	-	-	21	-	-	25	21.416666666666668	
5ab9d03125f15f355763692e	the-journal-of-hellenic-studies	de Almeida, C. and Hetherington, S. (2012) ‘Guest editorial’, Synthese 188, 143 	{:author=>"de Almeida, C. and Hetherington, S.", :date=>"(2012)", :title=>"‘Guest editorial’,", :journal=>"Synthese", :volume=>"188,", :pages=>"143"}	68.33333333333333	-	-	0.000	-	-	-	0	-	0	-	-	17	-	-	25	18.38888888888889	
5ab9d03125f15f355763692e	quaderni-degli-avogadro-colloquia	[1]C. de Almeida, S. Hetherington, Synthese, 2012, 188, 143. 	{:author=>"[1]C. de Almeida, S. Hetherington, Synthese,", :date=>"2012,", :volume=>"188,", :pages=>"143."}	78.66666666666667	-	-	0.000	-	-	-	-	-	25	-	-	-	-	-	25	32.16666666666667	
5ab9d03125f15f355763692e	archeologies-et-sciences-de-lantiquite	Almeida C. de et Hetherington S., 2012. « Guest editorial », Synthese, vol. 188, nᵒ 2, 2012, titre du fascicule : Synthese, p. 143 <DOI: 10.1007/s11229-011-9929-1. URL: https://doi.org/10.1007/s11229-011-9929-1>. 	{:author=>"Almeida C. de et Hetherington S.,", :date=>["2012.", "2012,"], :title=>["« Guest editorial »,", "titre du fascicule : Synthese,"], :journal=>"Synthese,", :volume=>"vol. 188, nᵒ 2,", :pages=>["p. 143", "10.1007/s11229-011-9929-1."], :url=>["<DOI:", "URL: https://doi.org/10.1007/s11229-011-9929-1>."]}	78.0	-	-	0.000	-	-	-	11	-	96	-	-	25	-	-	80	48.333333333333336	
5ab9d03125f15f355763692e	harvard-the-university-of-sheffield-school-of-east-asian-studies	de Almeida, Claudio and Hetherington, Stephen (2012), Guest Editorial. Synthese, 188(2): 143. available at https://doi.org/10.1007/s11229-011-9929-1  	{:author=>"de Almeida, Claudio and Hetherington, Stephen", :date=>"(2012),", :title=>"Guest Editorial.", :journal=>"Synthese,", :volume=>"188(2):", :pages=>"143.", :note=>"available at", :url=>"https://doi.org/10.1007/s11229-011-9929-1"}	59.0	-	-	0.000	-	-	-	11	-	25	-	-	13	-	-	57	27.5	
5ab9d03125f15f355763692e	iso690-numeric-fr	1. DE ALMEIDA, Claudio et HETHERINGTON, Stephen. Guest editorial. Synthese [en ligne]. 2012. Vol. 188, n° 2, pp. 143. DOI 10.1007/s11229-011-9929-1. Disponible à l’adresse : https://doi.org/10.1007/s11229-011-9929-1 	{:author=>"1. DE ALMEIDA, Claudio et HETHERINGTON, Stephen.", :title=>["Guest editorial. Synthese [en ligne].", "10.1007/s11229-011-9929-1. Disponible à l’adresse"], :volume=>"2012. Vol. 188, n° 2,", :pages=>"pp. 143.", :doi=>"DOI", :url=>": https://doi.org/10.1007/s11229-011-9929-1"}	82.0	-	-	-	100	-	-	-	-	63	-	-	59	-	-	86	78.0	
5ab9d03125f15f355763692e	the-journal-of-the-acoustical-society-of-america	de Almeida, C., and Hetherington, S. (2012). “Guest editorial,” Synthese, Synthese, 188, 143. doi:10.1007/s11229-011-9929-1 	{:author=>"de Almeida, C., and Hetherington, S.", :date=>"(2012).", :title=>"“Guest editorial,”", :journal=>"Synthese, Synthese,", :volume=>"188,", :pages=>"143.", :doi=>"doi:10.1007/s11229-011-9929-1"}	64.75	-	-	0.000	14	-	-	58	-	25	-	-	17	-	-	25	29.107142857142858	
5ab9d03125f15f355763692e	ambio	de Almeida, C., and S. Hetherington. 2012. Guest editorial. Synthese 188. Synthese: 143. doi:10.1007/s11229-011-9929-1. 	{:author=>"de Almeida, C., and S. Hetherington.", :date=>"2012.", :title=>"Guest editorial.", :journal=>"Synthese 188. Synthese:", :volume=>"143.", :pages=>"doi:10.1007/s11229-011-9929-1."}	57.666666666666664	-	-	0.000	-	-	-	65	-	97	-	-	6	-	-	75	50.11111111111111	
5ab9d03125f15f355763692e	iso690-author-date-es	DE ALMEIDA, C. y HETHERINGTON, S., 2012. Guest editorial. Synthese [en línea], vol. 188, no. 2, pp. 143. DOI 10.1007/s11229-011-9929-1. Disponible en: https://doi.org/10.1007/s11229-011-9929-1.  	{:author=>"DE ALMEIDA, C. y HETHERINGTON, S.,", :date=>"2012.", :title=>"Guest editorial. Synthese [en línea],", :volume=>"vol. 188, no. 2,", :pages=>"pp. 143.", :note=>"DOI 10.1007/s11229-011-9929-1. Disponible en:", :url=>"https://doi.org/10.1007/s11229-011-9929-1."}	94.66666666666667	-	-	0.000	-	-	-	-	-	63	-	-	59	-	-	81	59.53333333333334	
5ab9d03125f15f355763692e	cahiers-du-centre-gustave-glotz	de Almeida, Hetherington 2012 : C. de Almeida, S. Hetherington, « Guest editorial », Synthese, 188, 2, p. 143. 	{:title=>"de Almeida, Hetherington 2012 : C. de Almeida, S. Hetherington, « Guest editorial »,", :journal=>"Synthese,", :volume=>"188, 2,", :pages=>"p. 143."}	-	1000.0	-	-	-	-	-	-	11	-	57	-	-	82	-	-	57	241.4	
5ab9d03125f15f355763692e	radiology	1. de Almeida C, Hetherington S. Guest editorial. Synthese. 2012;188(2):143https://doi.org/10.1007/s11229-011-9929-1. 	{:author=>"1. de Almeida C, Hetherington S.", :title=>"Guest editorial.", :journal=>"Synthese.", :volume=>"2012;188(2):143https:", :pages=>"//doi.org/10.1007/s11229-011-9929-1."}	57.5	-	-	-	-	-	-	11	-	97	-	-	6	-	-	86	51.5	
5ab9d07825f15f3557636ade	diatom-research	Amer-Yahia S. 2011. Recommendation Projects at Yahoo!. IEEE Data Eng. Bull. 34: 69–77. 	{:author=>"Amer-Yahia S.", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!.", :journal=>"IEEE Data Eng. Bull.", :volume=>"34:", :pages=>"69–77."}	25.0	-	-	0.000	-	-	-	0	-	33	-	-	3	-	-	33	15.666666666666666	
5ab9d07825f15f3557636ade	annual-reviews-author-date	Amer-Yahia S. 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34(2):69–77 	{:author=>"Amer-Yahia S.", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"34(2):", :pages=>"69–77"}	25.0	-	-	0.000	-	-	-	0	-	20	-	-	0	-	-	67	18.666666666666668	
5ab9d07825f15f3557636ade	journal-of-music-technology-and-education	 Amer-Yahia, S. (2011), 'Recommendation Projects at Yahoo!', IEEE Data Eng. Bull., 34:2, pp. 69–77. Retrieved from http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>"Amer-Yahia, S.", :date=>"(2011),", :title=>"'Recommendation Projects at Yahoo!',", :journal=>"IEEE Data Eng. Bull.,", :volume=>"34: 2,", :pages=>"pp. 69–77.", :accessed=>"Retrieved from", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	50.0	-	-	0.000	-	-	-	5	-	60	-	-	8	-	-	67	31.666666666666668	
5ab9d07825f15f3557636ade	journal-of-antimicrobial-chemotherapy	1. Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng Bull 2011; 34: 69–77. Available at: http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"1. Amer-Yahia S.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng Bull", :volume=>"2011; 34:", :pages=>"69–77.", :note=>"Available at:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	44.0	-	-	-	-	-	-	10	-	33	-	-	0	-	-	78	33.0	
5ab9d07825f15f3557636ade	culture-medicine-and-psychiatry	Amer-Yahia, Sihem 2011 Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34(2). IEEE Data Eng. Bull.: 69–77. Retrieved. from http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"Amer-Yahia, Sihem", :date=>"2011", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull. 34(2). IEEE Data Eng. Bull.:", :accessed=>"69–77. Retrieved. from", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	8.5	-	-	0.000	-	-	-	59	-	-	-	0	-	-	-	16.875	
5ab9d07825f15f3557636ade	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	AMER-YAHIA, Sihem. Recommendation Projects at Yahoo! IEEE Data Eng. Bull., IEEE Data Eng. Bull. v. 34, n. 2, p. 69–77, 2011. Disponível em: <http://sites.computer.org/debull/A11june/Sihem.pdf>. 	{:author=>"AMER-YAHIA, Sihem.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull., IEEE Data Eng. Bull. v.", :volume=>"34, n. 2,", :pages=>"p. 69–77,", :date=>"2011.", :note=>"Disponível em: <http://sites.computer.org/debull/A11june/Sihem.pdf>."}	49.5	-	-	0.000	-	-	-	56	-	56	-	-	0	-	-	78	39.916666666666664	
5ab9d07825f15f3557636ade	memorias-do-instituto-oswaldo-cruz	Amer-Yahia S 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34: 69–77. 	{:author=>"Amer-Yahia S", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"34:", :pages=>"69–77."}	25.0	-	-	0.000	-	-	-	0	-	33	-	-	0	-	-	33	15.166666666666666	
5ab9d07825f15f3557636ade	veterinary-pathology	1. Amer-Yahia S. Recommendation Projects at Yahoo! 2011;34:69–77.  	{:author=>"1. Amer-Yahia S.", :note=>"Recommendation Projects at Yahoo! 2011;34:", :pages=>"69–77."}	44.0	-	-	-	-	-	-	-	-	33	-	-	-	-	-	-	38.5	
5ab9d07825f15f3557636ade	the-journal-of-molecular-diagnostics	1.Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng Bull, 2011, 34:69–77 	{:author=>"1.Amer-Yahia S. Recommendation", :title=>"Projects at Yahoo!", :journal=>"IEEE Data Eng Bull,", :volume=>"2011, 34:", :pages=>"69–77"}	53.0	-	-	-	-	-	-	10	-	20	-	-	45	-	-	78	41.2	
5ab9d07825f15f3557636ade	computer-und-recht	Amer-Yahia, Recommendation Projects at Yahoo!, 2011, 69 	{:author=>"Amer-Yahia,", :title=>"Recommendation Projects at Yahoo!,", :date=>"2011,", :pages=>"69"}	38.0	-	-	0.000	-	-	-	-	-	60	-	-	3	-	-	-	25.25	
5ab9d07825f15f3557636ade	journal-of-the-american-college-of-cardiology	1. Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 2011;34:69–77. Available at: http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"1. Amer-Yahia S.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"2011;34:", :pages=>"69–77.", :note=>"Available at:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	44.0	-	-	-	-	-	-	0	-	33	-	-	0	-	-	75	30.4	
5ab9d07825f15f3557636ade	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Amer-Yahia S., 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull., 34 (2): 69‑77 	{:author=>"Amer-Yahia S.,", :date=>["2011.", "( 2):"], :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.,", :volume=>"34", :pages=>"69‑77"}	25.0	-	-	0.000	-	-	-	5	-	20	-	-	0	-	-	0	8.333333333333334	
5ab9d07825f15f3557636ade	scandinavian-journal-of-work-environment-and-health	1. Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. [Internet] . 2011;34(2):69–77. Available from: http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>["1. Amer-Yahia S.", "Eng. Bull. [Internet] ."], :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data", :volume=>"2011;34(2):", :pages=>"69–77.", :accessed=>"Available from:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	-	-	-	-	-	-	55	-	33	-	-	0	-	-	82	42.5	
5ab9d07825f15f3557636ade	genome-biology-and-evolution	Amer-Yahia S. 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34:69–77. http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"Amer-Yahia S.", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"34:", :pages=>"69–77. http://sites.computer.org/debull/A11june/Sihem.pdf."}	25.0	-	-	0.000	-	-	-	0	-	93	-	-	0	-	-	33	25.166666666666668	
5ab9d07825f15f3557636ade	harvard-university-of-gloucestershire	Amer-Yahia, S. (2011) Recommendation Projects at Yahoo!, IEEE Data Eng. Bull. 34 (2): 69–77 Available from: <http://sites.computer.org/debull/A11june/Sihem.pdf> [Accessed:  	{:author=>"Amer-Yahia, S.", :date=>["(2011)", "( 2):"], :title=>"Recommendation Projects at Yahoo!,", :journal=>"IEEE Data Eng. Bull.", :volume=>"34", :pages=>"69–77", :accessed=>"Available from: <http://sites.computer.org/debull/A11june/Sihem.pdf> [Accessed:"}	50.0	-	-	0.000	-	-	-	0	-	20	-	-	3	-	-	0	12.166666666666666	
5ab9d07825f15f3557636ade	monash-university-harvard	Amer-Yahia, S 2011, ‘Recommendation Projects at Yahoo!’, IEEE Data Eng. Bull., vol. 34, no.2, pp. 69–77, Retrieved from http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>"Amer-Yahia, S", :date=>"2011,", :title=>"‘Recommendation Projects at Yahoo!’,", :journal=>"IEEE Data Eng. Bull.,", :volume=>"vol. 34, no.2,", :pages=>"pp. 69–77,", :accessed=>"Retrieved from", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	50.0	-	-	0.000	-	-	-	5	-	60	-	-	8	-	-	86	34.833333333333336	
5ab9d07825f15f3557636ade	social-cognitive-and-affective-neuroscience	Amer-Yahia, S. (2011). Recommendation Projects at Yahoo! IEEE Data Eng. Bull., 34, 69–77 	{:author=>"Amer-Yahia, S.", :date=>"(2011).", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.,", :volume=>"34,", :pages=>"69–77"}	50.0	-	-	0.000	-	-	-	5	-	20	-	-	0	-	-	33	18.0	
5ab9d07825f15f3557636ade	the-world-journal-of-biological-psychiatry	Amer-Yahia S. 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. [Internet] 34:69–77. Available from: http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>"Amer-Yahia S.", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull. [Internet]", :volume=>"34:", :pages=>"69–77.", :accessed=>"Available from:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	25.0	-	-	0.000	-	-	-	35	-	33	-	-	0	-	-	33	21.0	
5ab9d07825f15f3557636ade	harvard-southampton-solent-university	AMER-YAHIA, S., 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. [online], 34(2), 69–77 Available from: http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>"AMER-YAHIA, S.,", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull. [online],", :volume=>"34(2),", :pages=>"69–77", :accessed=>"Available from:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	85.0	-	-	0.000	-	-	-	33	-	20	-	-	0	-	-	67	34.166666666666664	
5ab9d07825f15f3557636ade	the-auk	Amer-Yahia, S. (2011). Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34:69–77. 	{:author=>"Amer-Yahia, S.", :date=>"(2011).", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"34:", :pages=>"69–77."}	50.0	-	-	0.000	-	-	-	0	-	33	-	-	0	-	-	33	19.333333333333332	
5ab9d07825f15f3557636ade	magnetic-resonance-in-medicine	1. Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. [Internet] 2011;34:69–77. 	{:author=>"1. Amer-Yahia S.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull. [Internet]", :volume=>"2011;34:", :pages=>"69–77."}	44.0	-	-	-	-	-	-	35	-	33	-	-	0	-	-	75	37.4	
5ab9d07825f15f3557636ade	national-science-foundation-grant-proposals	1. Amer-Yahia, S. “Recommendation Projects at Yahoo!” IEEE Data Eng. Bull. 34, no. 2 (2011): 69–77. Available at http://sites.computer.org/debull/A11june/Sihem.pdf  	{:author=>"1. Amer-Yahia, S.", :title=>"“Recommendation Projects at Yahoo!”", :journal=>"IEEE Data Eng. Bull.", :volume=>"34, no. 2", :date=>"( 2011):", :pages=>"69–77.", :note=>"Available at http://sites.computer.org/debull/A11june/Sihem.pdf"}	61.5	-	-	33	-	-	-	0	-	33	-	-	6	-	-	78	35.25	
5ab9d07825f15f3557636ade	the-journal-of-parasitology	Amer-Yahia, S. 2011. Recommendation Projects at Yahoo! 9 p. IEEE Data Eng. Bull. 34: 69–77. 	{:author=>"Amer-Yahia, S.", :date=>"2011.", :note=>"Recommendation Projects at Yahoo! 9", :pages=>["p.", "69–77."], :journal=>"IEEE Data Eng. Bull.", :volume=>"34:"}	50.0	-	-	0.000	-	-	-	0	-	33	-	-	-	-	-	33	23.2	
5ab9d07825f15f3557636ade	biochemical-society-transactions	[1]Amer-Yahia S. (2011) Recommendation Projects at Yahoo! IEEE Data Eng. Bull. [Internet]. 34, 69–77. Available from: http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>"[1]Amer-Yahia S.", :date=>"(2011)", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull. [Internet].", :volume=>"34,", :pages=>"69–77.", :accessed=>"Available from:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	44.0	-	-	0.000	-	-	-	38	-	33	-	-	0	-	-	33	24.666666666666668	
5ab9d07825f15f3557636ade	asian-journal-of-neurosurgery	1. Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng Bull [Internet] 2011;34:69–77. Available from: http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>"1. Amer-Yahia S.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng Bull [Internet]", :volume=>"2011;34:", :pages=>"69–77.", :accessed=>"Available from:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	44.0	-	-	-	-	-	-	41	-	33	-	-	0	-	-	75	38.6	
5ab9d07825f15f3557636ade	nuclear-receptor-signaling	Amer-Yahia, S. (2011) Recommendation Projects at Yahoo! IEEE Data Eng Bull, 34, 69–77. Retrieved from http://sites.computer.org/debull/A11june/Sihem.pdf 	{:author=>"Amer-Yahia, S.", :date=>"(2011)", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng Bull,", :volume=>"34,", :pages=>"69–77.", :accessed=>"Retrieved from", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf"}	50.0	-	-	0.000	-	-	-	10	-	33	-	-	0	-	-	33	21.0	
5ab9d07825f15f3557636ade	sist02	(1)Amer-Yahia, Sihem. IEEE Data Eng. Bull.: Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 2011, vol. 34, no. 2, p. 69–77. http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"(1)Amer-Yahia, Sihem.", :title=>"IEEE Data Eng. Bull.: Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"2011, vol. 34, no. 2,", :pages=>"p. 69–77. http://sites.computer.org/debull/A11june/Sihem.pdf."}	26.0	-	-	-	-	-	-	0	-	93	-	-	40	-	-	90	49.8	
